"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2006 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2006 JIF,Eigenfactor
"EJSO","EJSO-EUR J SURG ONC","0748-7983","1532-2157","ONCOLOGY - SCIE","1.873","N/A",
"CONCEPTS IN MAGNETIC RESONANCE PART A","CONCEPT MAGN RESON A","1546-6086","1552-5023","CHEMISTRY, PHYSICAL - SCIE","1.872","N/A",
"CONCEPTS IN MAGNETIC RESONANCE PART A","CONCEPT MAGN RESON A","1546-6086","1552-5023","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.872","N/A",
"MOLECULES AND CELLS","MOL CELLS","1016-8478","0219-1032","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.872","N/A",
"PROTEIN EXPRESSION AND PURIFICATION","PROTEIN EXPRES PURIF","1046-5928","1096-0279","BIOCHEMICAL RESEARCH METHODS - SCIE","1.867","N/A",
"PROTEIN EXPRESSION AND PURIFICATION","PROTEIN EXPRES PURIF","1046-5928","1096-0279","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.867","N/A",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","ONCOLOGY - SCIE","1.866","N/A",
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.866","N/A",
"SUPRAMOLECULAR CHEMISTRY","SUPRAMOL CHEM","1061-0278","1029-0478","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.861","N/A",
"PROGRESS IN EXPERIMENTAL TUMOR RESEARCH","PROG EXP TUMOR RES","0079-6263","N/A","ONCOLOGY - SCIE","1.857","N/A",
"ACTA ONCOLOGICA","ACTA ONCOL","0284-186X","1651-226X","ONCOLOGY - SCIE","1.856","N/A",
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","0167-594X","1573-7373","ONCOLOGY - SCIE","1.848","N/A",
"POLYHEDRON","POLYHEDRON","0277-5387","1873-3719","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.843","N/A",
"JOURNAL OF CHEMICAL THERMODYNAMICS","J CHEM THERMODYN","0021-9614","1096-3626","CHEMISTRY, PHYSICAL - SCIE","1.842","N/A",
"PROSTATE CANCER AND PROSTATIC DISEASES","PROSTATE CANCER P D","1365-7852","1476-5608","ONCOLOGY - SCIE","1.81","N/A",
"JOURNAL OF PEPTIDE SCIENCE","J PEPT SCI","1075-2617","1099-1387","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.801","N/A",
"JOURNAL OF PEPTIDE SCIENCE","J PEPT SCI","1075-2617","1099-1387","CHEMISTRY, ANALYTICAL - SCIE","1.801","N/A",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.8","N/A",
"JOURNAL OF BIOMOLECULAR NMR","J BIOMOL NMR","0925-2738","1573-5001","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.791","N/A",
"COLLOIDS AND SURFACES B-BIOINTERFACES","COLLOID SURFACE B","0927-7765","1873-4367","CHEMISTRY, PHYSICAL - SCIE","1.789","N/A",
"INORGANIC CHEMISTRY COMMUNICATIONS","INORG CHEM COMMUN","1387-7003","1879-0259","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.787","N/A",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.784","N/A",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","CHEMISTRY, PHYSICAL - SCIE","1.784","N/A",
"CARBOHYDRATE POLYMERS","CARBOHYD POLYM","0144-8617","1879-1344","CHEMISTRY, APPLIED - SCIE","1.784","N/A",
"ACADEMIC RADIOLOGY","ACAD RADIOL","1076-6332","1878-4046","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.781","N/A",
"FOOD ADDITIVES AND CONTAMINANTS","FOOD ADDIT CONTAM","0265-203X","N/A","CHEMISTRY, APPLIED - SCIE","1.78","N/A",
"ONCOLOGY-NEW YORK","ONCOLOGY-NY","0890-9091","2767-7389","ONCOLOGY - SCIE","1.774","N/A",
"CATALYSIS LETTERS","CATAL LETT","1011-372X","1572-879X","CHEMISTRY, PHYSICAL - SCIE","1.772","N/A",
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","1084-9785","1557-8852","ONCOLOGY - SCIE","1.763","N/A",
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","1084-9785","1557-8852","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.763","N/A",
"DIAGNOSTIC MOLECULAR PATHOLOGY","DIAGN MOL PATHOL","1052-9551","1533-4066","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.757","N/A",
"SOLID STATE SCIENCES","SOLID STATE SCI","1293-2558","1873-3085","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.752","N/A",
"SOLID STATE SCIENCES","SOLID STATE SCI","1293-2558","1873-3085","CHEMISTRY, PHYSICAL - SCIE","1.752","N/A",
"ADDICTION BIOLOGY","ADDICT BIOL","1355-6215","1369-1600","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.75","N/A",
"PLANTA MEDICA","PLANTA MED","0032-0943","1439-0221","CHEMISTRY, MEDICINAL - SCIE","1.746","N/A",
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOVASC MAGN R","1097-6647","1532-429X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.739","N/A",
"CHEMISTRY LETTERS","CHEM LETT","0366-7022","1348-0715","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.734","N/A",
"ONKOLOGIE","ONKOLOGIE","0378-584X","1423-0240","ONCOLOGY - SCIE","1.724","N/A",
"BULLETIN OF MATHEMATICAL BIOLOGY","B MATH BIOL","0092-8240","1522-9602","BIOLOGY - SCIE","1.72","N/A",
"USPEKHI KHIMII","USP KHIM+","0042-1308","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.717","N/A",
"JOURNAL OF RADIATION RESEARCH","J RADIAT RES","0449-3060","1349-9157","BIOLOGY - SCIE","1.709","N/A",
"JOURNAL OF RADIATION RESEARCH","J RADIAT RES","0449-3060","1349-9157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.709","N/A",
"MELANOMA RESEARCH","MELANOMA RES","0960-8931","1473-5636","ONCOLOGY - SCIE","1.704","N/A",
"CARBOHYDRATE RESEARCH","CARBOHYD RES","0008-6215","1873-426X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.703","N/A",
"CARBOHYDRATE RESEARCH","CARBOHYD RES","0008-6215","1873-426X","CHEMISTRY, APPLIED - SCIE","1.703","N/A",
"CELL BIOCHEMISTRY AND BIOPHYSICS","CELL BIOCHEM BIOPHYS","1085-9195","1559-0283","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.693","N/A",
"ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY","ACTA CRYSTALLOGR D","0907-4449","2059-7983","BIOCHEMICAL RESEARCH METHODS - SCIE","1.687","N/A",
"ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY","ACTA CRYSTALLOGR D","0907-4449","2059-7983","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.687","N/A",
"FLUID PHASE EQUILIBRIA","FLUID PHASE EQUILIBR","0378-3812","1879-0224","CHEMISTRY, PHYSICAL - SCIE","1.68","N/A",
"MICROSCOPY RESEARCH AND TECHNIQUE","MICROSC RES TECHNIQ","1059-910X","1097-0029","BIOLOGY - SCIE","1.68","N/A",
"BREAST","BREAST","0960-9776","1532-3080","ONCOLOGY - SCIE","1.677","N/A",
"INORGANICA CHIMICA ACTA","INORG CHIM ACTA","0020-1693","1873-3255","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.674","N/A",
"AMERICAN JOURNAL OF HUMAN BIOLOGY","AM J HUM BIOL","1042-0533","1520-6300","BIOLOGY - SCIE","1.669","N/A",
"CLINICAL RADIOLOGY","CLIN RADIOL","0009-9260","1365-229X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.665","N/A",
"JOURNAL OF MATHEMATICAL BIOLOGY","J MATH BIOL","0303-6812","1432-1416","BIOLOGY - SCIE","1.664","N/A",
"CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY","CRIT REV ANAL CHEM","1040-8347","1547-6510","CHEMISTRY, ANALYTICAL - SCIE","1.656","N/A",
"JOURNAL OF FOOD COMPOSITION AND ANALYSIS","J FOOD COMPOS ANAL","0889-1575","1096-0481","CHEMISTRY, APPLIED - SCIE","1.655","N/A",
"BIOLOGICAL BULLETIN","BIOL BULL-US","0006-3185","1939-8697","BIOLOGY - SCIE","1.649","N/A",
"JOURNAL OF CHEMICAL AND ENGINEERING DATA","J CHEM ENG DATA","0021-9568","1520-5134","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.642","N/A",
"METHODS IN ENZYMOLOGY","METHOD ENZYMOL","0076-6879","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.64","N/A",
"METHODS IN ENZYMOLOGY","METHOD ENZYMOL","0076-6879","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.64","N/A",
"JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY","J ENZYM INHIB MED CH","1475-6366","1475-6374","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.636","N/A",
"JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY","J ENZYM INHIB MED CH","1475-6366","1475-6374","CHEMISTRY, MEDICINAL - SCIE","1.636","N/A",
"PLANT SCIENCE","PLANT SCI","0168-9452","1873-2259","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.631","N/A",
"SAR AND QSAR IN ENVIRONMENTAL RESEARCH","SAR QSAR ENVIRON RES","1062-936X","1029-046X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.63","N/A",
"BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY","BIRTH DEFECTS RES B","1542-9733","1542-9741","ONCOLOGY - SCIE","1.629","N/A",
"JOURNAL OF ETHNOPHARMACOLOGY","J ETHNOPHARMACOL","0378-8741","1872-7573","CHEMISTRY, MEDICINAL - SCIE","1.625","N/A",
"NEURORADIOLOGY","NEURORADIOLOGY","0028-3940","1432-1920","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.625","N/A",
"CANCER DETECTION AND PREVENTION","CANCER DETECT PREV","0361-090X","N/A","ONCOLOGY - SCIE","1.622","N/A",
"CHEMISTRY & BIODIVERSITY","CHEM BIODIVERS","1612-1872","1612-1880","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.616","N/A",
"CHEMISTRY & BIODIVERSITY","CHEM BIODIVERS","1612-1872","1612-1880","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.616","N/A",
"BIOMEDICAL CHROMATOGRAPHY","BIOMED CHROMATOGR","0269-3879","1099-0801","BIOCHEMICAL RESEARCH METHODS - SCIE","1.611","N/A",
"BIOMEDICAL CHROMATOGRAPHY","BIOMED CHROMATOGR","0269-3879","1099-0801","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.611","N/A",
"BIOMEDICAL CHROMATOGRAPHY","BIOMED CHROMATOGR","0269-3879","1099-0801","CHEMISTRY, ANALYTICAL - SCIE","1.611","N/A",
"COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS","COLLOID SURFACE A","0927-7757","1873-4359","CHEMISTRY, PHYSICAL - SCIE","1.611","N/A",
"MAGNETIC RESONANCE IN CHEMISTRY","MAGN RESON CHEM","0749-1581","1097-458X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.61","N/A",
"MAGNETIC RESONANCE IN CHEMISTRY","MAGN RESON CHEM","0749-1581","1097-458X","CHEMISTRY, PHYSICAL - SCIE","1.61","N/A",
"SEMINARS IN MUSCULOSKELETAL RADIOLOGY","SEMIN MUSCULOSKEL R","1089-7860","1098-898X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.607","N/A",
"ULTRASONIC IMAGING","ULTRASONIC IMAGING","0161-7346","1096-0910","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.606","N/A",
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, ANALYTICAL - SCIE","1.6","N/A",
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, APPLIED - SCIE","1.6","N/A",
"SURGICAL ONCOLOGY-OXFORD","SURG ONCOL","0960-7404","1879-3320","ONCOLOGY - SCIE","1.595","N/A",
"JOURNAL OF PHYSICAL ORGANIC CHEMISTRY","J PHYS ORG CHEM","0894-3230","1099-1395","CHEMISTRY, PHYSICAL - SCIE","1.593","N/A",
"REDOX REPORT","REDOX REP","1351-0002","1743-2928","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.593","N/A",
"PROGRESS IN ORGANIC COATINGS","PROG ORG COAT","0300-9440","1873-331X","CHEMISTRY, APPLIED - SCIE","1.591","N/A",
"ORIGINS OF LIFE AND EVOLUTION OF THE BIOSPHERE","ORIGINS LIFE EVOL B","0169-6149","1573-0875","BIOLOGY - SCIE","1.59","N/A",
"ANALYTICAL SCIENCES","ANAL SCI","0910-6340","1348-2246","CHEMISTRY, ANALYTICAL - SCIE","1.589","N/A",
"MAGNETIC RESONANCE IMAGING","MAGN RESON IMAGING","0730-725X","1873-5894","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.58","N/A",
"BRAIN RESEARCH PROTOCOLS","BRAIN RES PROTOC","1385-299X","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.578","N/A",
"ONCOLOGY REPORTS","ONCOL REP","1021-335X","1791-2431","ONCOLOGY - SCIE","1.567","N/A",
"REACTIVE & FUNCTIONAL POLYMERS","REACT FUNCT POLYM","1381-5148","1873-166X","CHEMISTRY, APPLIED - SCIE","1.561","N/A",
"LEUKEMIA & LYMPHOMA","LEUKEMIA LYMPHOMA","1042-8194","1029-2403","ONCOLOGY - SCIE","1.559","N/A",
"MICROCHEMICAL JOURNAL","MICROCHEM J","0026-265X","1095-9149","CHEMISTRY, ANALYTICAL - SCIE","1.558","N/A",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY","COMP BIOCHEM PHYS A","1095-6433","1531-4332","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.553","N/A",
"HELVETICA CHIMICA ACTA","HELV CHIM ACTA","0018-019X","1522-2675","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.55","N/A",
"CANCER GENETICS AND CYTOGENETICS","CANCER GENET CYTOGEN","0165-4608","N/A","ONCOLOGY - SCIE","1.544","N/A",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY","COMP BIOCHEM PHYS B","1096-4959","1879-1107","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.532","N/A",
"SOLID STATE NUCLEAR MAGNETIC RESONANCE","SOLID STATE NUCL MAG","0926-2040","1527-3326","CHEMISTRY, PHYSICAL - SCIE","1.532","N/A",
"JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY","J COMPUT ASSIST TOMO","0363-8715","1532-3145","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.53","N/A",
"JOURNAL OF ENVIRONMENTAL MONITORING","J ENVIRON MONITOR","1464-0325","1464-0333","CHEMISTRY, ANALYTICAL - SCIE","1.523","N/A",
"JOURNAL OF FLUORINE CHEMISTRY","J FLUORINE CHEM","0022-1139","1873-3328","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.515","N/A",
"BIOELECTROMAGNETICS","BIOELECTROMAGNETICS","0197-8462","1521-186X","BIOLOGY - SCIE","1.514","N/A",
"MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE","MAGN RESON MATER PHY","0968-5243","1352-8661","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.514","N/A",
"CHEMOTHERAPY","CHEMOTHERAPY","0009-3157","1421-9794","ONCOLOGY - SCIE","1.511","N/A",
"STRUCTURAL CHEMISTRY","STRUCT CHEM","1040-0400","1572-9001","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.51","N/A",
"STRUCTURAL CHEMISTRY","STRUCT CHEM","1040-0400","1572-9001","CHEMISTRY, PHYSICAL - SCIE","1.51","N/A",
"BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN","B CHEM SOC JPN","0009-2673","1348-0634","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.505","N/A",
"Current Analytical Chemistry","CURR ANAL CHEM","1573-4110","1875-6727","CHEMISTRY, ANALYTICAL - SCIE","1.5","N/A",
"IEEE TRANSACTIONS ON NUCLEAR SCIENCE","IEEE T NUCL SCI","0018-9499","1558-1578","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","1.497","N/A",
"JOURNAL OF MOLECULAR STRUCTURE","J MOL STRUCT","0022-2860","1872-8014","CHEMISTRY, PHYSICAL - SCIE","1.495","N/A",
"BIOMETRICS","BIOMETRICS","0006-341X","1541-0420","BIOLOGY - SCIE","1.489","N/A",
"COMPTES RENDUS BIOLOGIES","CR BIOL","1631-0691","1768-3238","BIOLOGY - SCIE","1.484","N/A",
"KOREAN JOURNAL OF RADIOLOGY","KOREAN J RADIOL","1229-6929","2005-8330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.483","N/A",
"ANTICANCER RESEARCH","ANTICANCER RES","0250-7005","1791-7530","ONCOLOGY - SCIE","1.479","N/A",
"ONCOLOGY NURSING FORUM","ONCOL NURS FORUM","0190-535X","1538-0688","ONCOLOGY - SCIE","1.475","N/A",
"ONCOLOGY RESEARCH","ONCOL RES","0965-0407","1555-3906","ONCOLOGY - SCIE","1.475","N/A",
"ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY","ARCH INSECT BIOCHEM","0739-4462","1520-6327","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.474","N/A",
"CLINICAL ONCOLOGY","CLIN ONCOL-UK","0936-6555","1433-2981","ONCOLOGY - SCIE","1.471","N/A",
"INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER","INT J GYNECOL CANCER","1048-891X","1525-1438","ONCOLOGY - SCIE","1.469","N/A",
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","HEMATOL ONCOL CLIN N","0889-8588","1558-1977","ONCOLOGY - SCIE","1.468","N/A",
"JOURNAL OF BIOCHEMISTRY AND MOLECULAR BIOLOGY","J BIOCHEM MOL BIOL","1225-8687","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.465","N/A",
"JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY","J THERM ANAL CALORIM","1388-6150","1588-2926","CHEMISTRY, ANALYTICAL - SCIE","1.438","N/A",
"JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY","J THERM ANAL CALORIM","1388-6150","1588-2926","CHEMISTRY, PHYSICAL - SCIE","1.438","N/A",
"BIOCATALYSIS AND BIOTRANSFORMATION","BIOCATAL BIOTRANSFOR","1024-2422","1029-2446","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.437","N/A",
"APPLIED SURFACE SCIENCE","APPL SURF SCI","0169-4332","1873-5584","CHEMISTRY, PHYSICAL - SCIE","1.436","N/A",
"CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY","CALPHAD","0364-5916","1873-2984","CHEMISTRY, PHYSICAL - SCIE","1.432","N/A",
"SURFACE AND INTERFACE ANALYSIS","SURF INTERFACE ANAL","0142-2421","1096-9918","CHEMISTRY, PHYSICAL - SCIE","1.427","N/A",
"JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY","J BIOCHEM MOL TOXIC","1095-6670","1099-0461","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.418","N/A",
"THERMOCHIMICA ACTA","THERMOCHIM ACTA","0040-6031","1872-762X","CHEMISTRY, ANALYTICAL - SCIE","1.417","N/A",
"THERMOCHIMICA ACTA","THERMOCHIM ACTA","0040-6031","1872-762X","CHEMISTRY, PHYSICAL - SCIE","1.417","N/A",
"BRAIN TOPOGRAPHY","BRAIN TOPOGR","0896-0267","1573-6792","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.415","N/A",
"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS","J ANAL APPL PYROL","0165-2370","1873-250X","CHEMISTRY, ANALYTICAL - SCIE","1.412","N/A",
"JOURNAL OF BIOCHEMICAL AND BIOPHYSICAL METHODS","J BIOCHEM BIOPH METH","0165-022X","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","1.403","N/A",
"JOURNAL OF BIOCHEMICAL AND BIOPHYSICAL METHODS","J BIOCHEM BIOPH METH","0165-022X","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.403","N/A",
"PHYTOMEDICINE","PHYTOMEDICINE","0944-7113","1618-095X","CHEMISTRY, MEDICINAL - SCIE","1.403","N/A",
"ACTA PHARMACOLOGICA SINICA","ACTA PHARMACOL SIN","1671-4083","1745-7254","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.397","N/A",
"JOURNAL OF MOLECULAR MODELING","J MOL MODEL","1610-2940","0948-5023","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.384","N/A",
"JOURNAL OF MOLECULAR MODELING","J MOL MODEL","1610-2940","0948-5023","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.384","N/A",
"JOURNAL OF FUSION ENERGY","J FUSION ENERG","0164-0313","1572-9591","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","1.381","N/A",
"JAPANESE JOURNAL OF CLINICAL ONCOLOGY","JPN J CLIN ONCOL","0368-2811","1465-3621","ONCOLOGY - SCIE","1.376","N/A",
"JOURNAL OF CHEMOTHERAPY","J CHEMOTHERAPY","1120-009X","1973-9478","ONCOLOGY - SCIE","1.374","N/A",
"SENSORS","SENSORS-BASEL","1424-8220","1424-8220","CHEMISTRY, ANALYTICAL - SCIE","1.373","N/A",
"ANNUAL REPORTS IN MEDICINAL CHEMISTRY","ANNU REP MED CHEM","0065-7743","N/A","CHEMISTRY, MEDICINAL - SCIE","1.37","N/A",
"BIOCHEMISTRY-MOSCOW","BIOCHEMISTRY-MOSCOW+","0006-2979","1608-3040","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.368","N/A",
"ACTA BIOCHIMICA POLONICA","ACTA BIOCHIM POL","0001-527X","1734-154X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.363","N/A",
"JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY","J PHYSIOL BIOCHEM","1138-7548","1877-8755","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.362","N/A",
"JOURNAL OF AOAC INTERNATIONAL","J AOAC INT","1060-3271","1944-7922","CHEMISTRY, ANALYTICAL - SCIE","1.352","N/A",
"JOURNAL OF CHEMOMETRICS","J CHEMOMETR","0886-9383","1099-128X","CHEMISTRY, ANALYTICAL - SCIE","1.342","N/A",
"COMPARATIVE AND FUNCTIONAL GENOMICS","COMP FUNCT GENOM","1531-6912","1532-6268","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.341","N/A",
"ABDOMINAL IMAGING","ABDOM IMAGING","0942-8925","1432-0509","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.336","N/A",
"EUROPEAN JOURNAL OF RADIOLOGY","EUR J RADIOL","0720-048X","1872-7727","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.332","N/A",
"JOURNAL OF THORACIC IMAGING","J THORAC IMAG","0883-5993","1536-0237","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.328","N/A",
"FUEL PROCESSING TECHNOLOGY","FUEL PROCESS TECHNOL","0378-3820","1873-7188","CHEMISTRY, APPLIED - SCIE","1.323","N/A",
"INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","INT J BIOL MACROMOL","0141-8130","1879-0003","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.323","N/A",
"ULTRASONICS","ULTRASONICS","0041-624X","1874-9968","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.322","N/A",
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","INT J RADIAT BIOL","0955-3002","1362-3095","BIOLOGY - SCIE","1.312","N/A",
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","INT J RADIAT BIOL","0955-3002","1362-3095","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","1.312","N/A",
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","INT J RADIAT BIOL","0955-3002","1362-3095","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.312","N/A",
"JOURNAL OF DIGITAL IMAGING","J DIGIT IMAGING","0897-1889","1618-727X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.304","N/A",
"JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS","J BIOMOL STRUCT DYN","0739-1102","1538-0254","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.299","N/A",
"JOURNAL OF NEUROIMAGING","J NEUROIMAGING","1051-2284","1552-6569","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.298","N/A",
"ARCHAEOMETRY","ARCHAEOMETRY","0003-813X","1475-4754","CHEMISTRY, ANALYTICAL - SCIE","1.29","N/A",
"ARCHAEOMETRY","ARCHAEOMETRY","0003-813X","1475-4754","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","1.29","N/A",
"NUCLEAR MEDICINE COMMUNICATIONS","NUCL MED COMMUN","0143-3636","1473-5628","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.283","N/A",
"BRITISH JOURNAL OF RADIOLOGY","BRIT J RADIOL","0007-1285","1748-880X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1.279","N/A",
"MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA","MATH MED BIOL","1477-8599","1477-8602","BIOLOGY - SCIE","1.278","N/A",
"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY","J CHEM TECHNOL BIOT","0268-2575","1097-4660","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.276","N/A",
